task_id,family,model,no_skill,binding_only,matched_near,matched_far,lure_near,lure_far,primary_delta,causal_delta
json_2.1.1/valid_seen/pick_two_obj_and_place-CreditCard-None-Safe-323/trial_T20190907_001129_214240/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-CreditCard-None-Safe-323/trial_T20190907_001129_214240/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-Glassbottle-None-Shelf-1/trial_T20190907_122204_941737/game.tw-pddl,pick_two_obj_and_place,mistral7b_v03,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-Glassbottle-None-Shelf-1/trial_T20190907_122204_941737/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-Glassbottle-None-Shelf-1/trial_T20190907_122204_941737/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-Newspaper-None-Drawer-224/trial_T20190911_101248_326533/game.tw-pddl,pick_two_obj_and_place,mistral7b_v03,0,0,0,0,0,0,0,0
json_2.1.1/valid_seen/pick_two_obj_and_place-Newspaper-None-Drawer-224/trial_T20190911_101248_326533/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-Newspaper-None-Drawer-224/trial_T20190911_101248_326533/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-Pan-None-CounterTop-14/trial_T20190907_012519_974044/game.tw-pddl,pick_two_obj_and_place,mistral7b_v03,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-Pan-None-CounterTop-14/trial_T20190907_012519_974044/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-Pan-None-CounterTop-14/trial_T20190907_012519_974044/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-RemoteControl-None-Ottoman-203/trial_T20190906_182952_858723/game.tw-pddl,pick_two_obj_and_place,mistral7b_v03,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-RemoteControl-None-Ottoman-203/trial_T20190906_182952_858723/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-RemoteControl-None-Ottoman-203/trial_T20190906_182952_858723/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023/game.tw-pddl,pick_two_obj_and_place,mistral7b_v03,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,1,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055649_717880/game.tw-pddl,pick_two_obj_and_place,mistral7b_v03,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055649_717880/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055649_717880/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,0,1,1,1,0,0,1,0
json_2.1.1/valid_seen/pick_two_obj_and_place-SprayBottle-None-Cabinet-407/trial_T20190907_144556_144188/game.tw-pddl,pick_two_obj_and_place,mistral7b_v03,0,0,0,0,0,0,0,0
json_2.1.1/valid_seen/pick_two_obj_and_place-SprayBottle-None-Cabinet-407/trial_T20190907_144556_144188/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SprayBottle-None-Cabinet-407/trial_T20190907_144556_144188/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SprayBottle-None-GarbageCan-419/trial_T20190908_164236_518264/game.tw-pddl,pick_two_obj_and_place,mistral7b_v03,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SprayBottle-None-GarbageCan-419/trial_T20190908_164236_518264/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SprayBottle-None-GarbageCan-419/trial_T20190908_164236_518264/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,1,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SprayBottle-None-Toilet-402/trial_T20190910_222914_814642/game.tw-pddl,pick_two_obj_and_place,mistral7b_v03,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SprayBottle-None-Toilet-402/trial_T20190910_222914_814642/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SprayBottle-None-Toilet-402/trial_T20190910_222914_814642/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SprayBottle-None-Toilet-429/trial_T20190907_033843_707544/game.tw-pddl,pick_two_obj_and_place,mistral7b_v03,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SprayBottle-None-Toilet-429/trial_T20190907_033843_707544/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-SprayBottle-None-Toilet-429/trial_T20190907_033843_707544/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,1,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-ToiletPaper-None-Drawer-423/trial_T20190907_111251_461099/game.tw-pddl,pick_two_obj_and_place,mistral7b_v03,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-ToiletPaper-None-Drawer-423/trial_T20190907_111251_461099/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,0,0,0,0,0,0
json_2.1.1/valid_seen/pick_two_obj_and_place-ToiletPaper-None-Drawer-423/trial_T20190907_111251_461099/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,0,0,0,0,0,0,0,0
json_2.1.1/valid_seen/pick_two_obj_and_place-ToiletPaper-None-Toilet-408/trial_T20190909_080302_174780/game.tw-pddl,pick_two_obj_and_place,mistral7b_v03,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-ToiletPaper-None-Toilet-408/trial_T20190909_080302_174780/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-ToiletPaper-None-Toilet-408/trial_T20190909_080302_174780/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-Watch-None-Dresser-205/trial_T20190907_182211_592010/game.tw-pddl,pick_two_obj_and_place,mistral7b_v03,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-Watch-None-Dresser-205/trial_T20190907_182211_592010/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,1,1,0,0,1,1
json_2.1.1/valid_seen/pick_two_obj_and_place-Watch-None-Dresser-205/trial_T20190907_182211_592010/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,0,0,1,1,0,0,1,1
json_2.1.1/valid_unseen/pick_two_obj_and_place-KeyChain-None-Safe-219/trial_T20190909_011803_423115/game.tw-pddl,pick_two_obj_and_place,mistral7b_v03,0,0,1,1,0,0,1,1
json_2.1.1/valid_unseen/pick_two_obj_and_place-KeyChain-None-Safe-219/trial_T20190909_011803_423115/game.tw-pddl,pick_two_obj_and_place,phi4_mini,0,0,1,1,0,0,1,1
json_2.1.1/valid_unseen/pick_two_obj_and_place-KeyChain-None-Safe-219/trial_T20190909_011803_423115/game.tw-pddl,pick_two_obj_and_place,qwen3_4b,0,0,1,1,0,0,1,1
